@relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute searchPercentage numeric
@attribute debugPercentage numeric
@attribute focusPercentage numeric
@attribute editPercentage numeric
@attribute removePercentage numeric
@attribute stuck {YES,NO}

@data
49.792706,0.020013,15.342937,33.675508,0.095355,YES
0,0,0,0,0,YES
48.9254,0,45.000798,4.205168,0,YES
75.972134,0,29.628617,0,0,YES
79.283487,0.859675,21.184952,0.629323,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.000061,0,49.992371,0,0,YES
64.116849,0,33.590055,0,0,YES
0.094394,0.419219,18.421802,75.091397,3.288689,YES
0,0,0,100,0,YES
0.070857,19.738572,25.678201,60.848724,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
99.256379,0,4.715951,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,0,100,0,YES
0,0,0,100,0,YES
7.2597,0,1.322342,90.207934,0.029994,YES
10.383854,0,0.653916,88.195048,0,YES
10.383854,0,1.023213,87.482428,0.004401,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
26.419214,0,73.370386,1.229383,0,YES
47.302059,0,52.496716,0,0,YES
57.139999,0,42.867512,0,0,YES
59.978468,0,40.919744,0,0,YES
59.358667,0,41.179995,0,0,YES
56.040582,0,43.599058,0,0,YES
52.43075,0,47.294414,0.127806,0,YES
50.009491,0,49.984133,0,0,YES
0,0,0,0,0,YES
50.058111,0,49.952779,0,0,YES
36.786056,8.092477,12.081461,37.219518,7.861999,YES
22.349062,1.496636,17.539148,51.536091,0.061337,YES
95.774664,0,6.571018,0,0,YES
64.661541,0,33.599757,0,0,YES
4.957596,8.804616,16.5258,75.374163,0,YES
0.358151,23.04642,3.275567,67.226057,0,YES
0,99.809161,13.655447,2.678197,0,YES
0,98.363469,7.601653,3.254289,0,YES
18.843767,0,27.589551,43.265909,10.690511,YES
39.560293,6.11192,12.155833,37.046965,8.409516,YES
21.00141,0,25.748152,44.563337,10.521433,YES
70.425681,5.938043,18.332769,1.863087,1.02613,YES
67.857592,7.807999,15.777943,9.910068,15.195125,YES
40.198537,6.797971,8.418103,31.968396,18.005873,YES
0,22.566107,47.849262,28.731903,0,YES
0,22.70847,49.677127,29.226243,0,YES
0,22.427185,49.923536,28.09197,0,YES
0,21.43,46.43,32.14,0,YES
0,21.589183,46.975753,31.822115,0,YES
0,23.713758,47.901045,29.681298,0,YES
0,0,100,0,0,YES
0,0,3.302886,99.767085,0.842863,YES
0,0,1.936185,99.039211,0.290721,YES
0.073431,0,4.278744,93.572625,0.011869,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
40.520346,2.921329,12.037697,36.254751,2.572849,YES
0,0,0,0,0,YES
52.284385,0,45.573372,0.341143,0,YES
71.387765,2.286927,22.070017,2.264826,0,YES
76.402916,0,29.190629,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.032141,0,48.441474,0,0,YES
60.487961,0,40.791481,0,0,YES
3.919653,2.059682,18.819924,71.796146,1.783043,YES
0,0,1.016534,99.902511,0,YES
5.716398,6.48067,18.790804,64.788876,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
97.828943,0,19.577458,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,2.705389,99.014564,0.344188,YES
0,0,0,100,0,YES
0.506431,0,2.635706,93.82354,0.033112,YES
1.300544,0,3.67087,89.815392,0.139744,YES
3.011788,0,1.945358,94.727135,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
29.807145,0,69.466357,1.536377,0,YES
48.473144,0,49.389577,2.97707,0,YES
57.12437,0,42.912808,0,0,YES
61.534755,0,34.558277,0,0,YES
59.79087,0,41.079887,0,0,YES
57.08571,0,41.307801,0,0,YES
52.998999,0,47.298745,0,0,YES
48.685078,0,49.655173,2.435316,0,YES
0,0,0,0,0,YES
47.381053,0,51.717285,0,0,YES
41.432686,3.447814,4.931912,33.511975,15.685689,YES
8.072301,6.343127,16.525948,66.154717,0,YES
87.298895,0,18.369348,0,0,YES
62.631719,0,38.371137,0,0,YES
5.594854,7.608231,18.000584,69.500718,0,YES
4.089676,19.66986,20.146327,66.364344,0,YES
0,92.869757,33.144564,15.009115,0,YES
0,91.0644,35.532517,21.867605,0,YES
16.771537,0,27.743246,43.287942,10.714802,YES
21.718698,0,22.925996,46.256413,9.494305,YES
21.654251,0,25.171888,44.866123,9.351967,YES
70.861875,5.433498,19.108367,1.883783,0,YES
41.830096,4.225798,8.385996,20.721621,18.067601,YES
43.37137,7.040138,4.357127,31.690854,17.993069,YES
0,23.12347,48.058988,28.416305,0,YES
0,23.423809,49.575224,27.884389,0,YES
0,22.564942,47.927654,28.828341,0,YES
0,21.43,46.43,32.14,0,YES
0,21.453602,46.580249,32.062117,0,YES
0,21.882539,46.55072,31.412934,0,YES
0,0,100,0,0,YES
0.13773,0,3.949329,93.882634,0.871846,YES
0,0,2.603862,98.933015,0.484668,YES
1.242757,0,5.969207,88.335903,0.558263,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
45.281005,0.791373,12.643609,35.972822,1.761,YES
0,0,0,0,0,YES
48.577783,0,45.186028,3.655582,0,YES
70.889924,2.50426,23.121041,2.206509,0,YES
77.146586,1.090079,22.367769,1.728136,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.002181,0,49.32045,0,0,YES
62.575851,0,38.461293,0,0,YES
2.096068,2.070913,18.19049,73.323651,1.441825,YES
0,0,0,100,0,YES
1.797032,23.085344,22.926172,64.598921,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
97.502054,0,17.260496,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,0,100,0,YES
0,0,0,100,0,YES
1.355555,0,3.431483,89.739662,0.123006,YES
7.154752,0,1.608682,88.597541,0.0355,YES
7.510971,0,2.071887,87.742725,0.069432,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.302768,0,68.265037,4.668275,0,YES
48.451719,0,50.910579,1.868372,0,YES
57.139171,0,42.903124,0,0,YES
61.463726,0,38.562588,0,0,YES
59.587488,0,41.177706,0,0,YES
56.062612,0,41.913557,0,0,YES
50.151432,0,47.476053,0,0,YES
51.346727,0,49.842059,0,0,YES
0,0,0,0,0,YES
50.000045,0,49.134955,2.176321,0,YES
39.076115,3.142481,11.913198,36.921942,3.536718,YES
38.597411,4.231851,12.308507,37.710731,2.699619,YES
88.016761,0,11.921765,0,0,YES
62.233118,0,36.819394,0,0,YES
2.48161,30.35651,0.073891,71.485441,0,YES
5.616341,12.984185,17.30109,66.962459,0,YES
0,94.759679,26.469405,11.244336,0,YES
0,95.178817,21.837568,10.841818,0,YES
24.850521,5.336563,13.567985,52.117894,1.806471,YES
42.172848,4.532854,5.842697,35.41285,13.524645,YES
19.783474,0,27.513457,44.132195,10.564296,YES
71.476301,1.259564,18.334783,0.500998,0,YES
68.545672,8.245025,16.144815,4.632669,1.505089,YES
39.386615,5.428682,8.944365,32.942934,17.443761,YES
0,23.694885,47.868023,28.971573,0,YES
0,22.492858,49.867316,28.483305,0,YES
0,22.424192,49.331988,28.047252,0,YES
0,21.43,46.43,32.14,0,YES
0,21.512249,46.834668,31.991013,0,YES
0,22.361593,48.130359,29.808178,0,YES
0,0,100,0,0,YES
0,0,3.14378,99.33579,0.57605,YES
0,0,1.168424,99.951249,0,YES
0.01254,0,2.775682,96.083241,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
49.433105,0.106393,14.419334,34.171839,0.424897,YES
0,0,0,0,0,YES
52.063048,0,45.054064,4.011719,0,YES
71.298443,4.628697,22.139034,1.876055,0,YES
71.84432,0,29.43521,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.020121,0,49.578149,0,0,YES
61.070326,0,40.3078,0,0,YES
4.922816,3.151601,18.794603,71.273585,1.277738,YES
0,0,0.874521,99.906327,0,YES
7.342552,6.337057,18.276746,65.757146,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
87.498235,0,17.343888,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,3.197533,99.604114,0.73429,YES
0,0,0.435302,99.991952,0,YES
0.077063,0,2.303657,96.823541,0,YES
0.278892,0,3.389142,93.834811,0.389165,YES
1.510373,0,2.460604,98.768534,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.858249,0,66.356948,10.559416,0,YES
48.567616,0,49.668203,2.391773,0,YES
56.076369,0,43.873124,0,0,YES
61.638341,0,33.676349,0,0,YES
59.864183,0,41.034616,0,0,YES
57.120739,0,41.850157,0,0,YES
52.633785,0,46.550097,1.030601,0,YES
50.067755,0,49.48595,2.081144,0,YES
0,0,0,0,0,YES
46.748683,0,51.531283,0,0,YES
40.674915,3.608959,5.128303,33.577455,14.061347,YES
6.559754,6.272276,18.149928,68.57845,0,YES
95.031405,0,5.11302,0,0,YES
61.067193,0,39.981995,0,0,YES
6.122423,6.384768,18.72835,68.820953,0,YES
1.280585,18.324434,20.392121,66.734677,0,YES
0,94.255122,32.591705,13.951597,0,YES
0,25.52116,44.447971,24.687543,0,YES
16.673293,0,27.779989,44.096953,10.970193,YES
21.663905,0,25.370973,45.069218,10.006658,YES
21.728199,0,25.003933,47.23105,9.341851,YES
70.914433,5.254829,17.979092,2.152529,0,YES
45.633572,3.981688,5.048972,28.768754,18.18,YES
43.93423,3.072141,3.785923,31.130049,18.156507,YES
0,22.996766,47.918248,28.319255,0,YES
0,22.759474,49.990851,27.981613,0,YES
0,22.558023,47.936523,29.582753,0,YES
0,21.43,46.43,32.14,0,YES
0,21.43,46.43,32.14,0,YES
0,21.827314,46.739461,31.689055,0,YES
0,0,100,0,0,YES
0.05336,0,5.269227,92.829046,0.512082,YES
0,0,2.705747,98.053543,0.370046,YES
0.045333,0,6.962207,89.570414,0.301744,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
49.623721,0.054519,14.999646,35.075215,0.473234,YES
0,0,0,0,0,YES
48.679009,0,45.29137,3.87489,0,YES
71.397118,2.55469,26.675155,1.031243,0,YES
84.563943,0,17.341362,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.005541,0,49.361324,0,0,YES
62.439663,0,35.755282,0,0,YES
0.082032,0.207443,18.958894,76.008337,3.655915,YES
0,0,0,100,0,YES
5.10845,8.041956,22.34704,62.786125,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
99.671819,0,2.791819,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,0,100,0,YES
0,0,0,100,0,YES
11.391189,0,0.833495,89.384672,0.047807,YES
7.460081,0,1.718235,87.506833,0.083515,YES
11.057366,0,0.20477,90.446247,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
33.36785,0,69.329805,1.126341,0,YES
48.324881,0,51.455639,0.598325,0,YES
57.139974,0,42.870358,0,0,YES
60.476256,0,40.738838,0,0,YES
59.584378,0,41.095666,0,0,YES
56.314462,0,42.912767,0,0,YES
52.151903,0,46.884485,0.129838,0,YES
50.031726,0,49.949715,0,0,YES
0,0,0,0,0,YES
50.001008,0,49.333135,0,0,YES
40.06621,3.010306,11.932829,36.931583,3.317638,YES
22.30942,0.195878,19.286922,48.000361,1.925649,YES
95.382638,0,8.04544,0,0,YES
65.877149,0,33.575366,0,0,YES
0.924784,2.02409,3.30056,89.29119,0.333077,YES
4.724982,21.891625,14.776681,66.987,0,YES
0,96.45257,22.758596,11.22904,0,YES
0,96.552922,20.88246,12.111929,0,YES
20.23534,0,25.728072,44.178312,10.466634,YES
40.376045,5.085131,11.202067,36.03848,8.471395,YES
19.820705,0,27.40637,43.564564,10.575978,YES
70.976193,3.397959,19.839137,1.574669,0,YES
67.741467,4.572782,15.709132,11.293501,17.212429,YES
41.49299,3.827479,6.081719,32.200571,17.822848,YES
0,23.698309,47.868723,29.194498,0,YES
0,22.578336,49.745568,28.219171,0,YES
0,22.448979,49.900278,28.036331,0,YES
0,21.43,46.43,32.14,0,YES
0,21.543391,46.879288,31.89699,0,YES
0,23.72887,47.906069,30.13085,0,YES
0,0,100,0,0,YES
0,0,3.192946,99.574356,0.647849,YES
0,0,1.895455,99.122959,0.04428,YES
1.237529,0,4.009653,91.447948,0.456772,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
45.149137,0.732853,12.622552,35.446336,1.641983,YES
0,0,0,0,0,YES
52.600911,0,45.986978,0.238332,0,YES
71.067141,2.090947,22.085258,2.157448,0,YES
76.212214,0.4969,30.130949,0.93054,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.104902,0,47.952733,0,0,YES
60.362925,0,40.927655,0,0,YES
5.253871,5.599896,18.78166,69.69986,0.039539,YES
0,0,1.022725,99.876134,0,YES
6.629133,6.428076,17.144789,66.699781,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
96.955075,0,12.347779,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,2.764972,99.008926,0.21416,YES
0,0,0,100,0,YES
0.23736,0,3.052528,94.864198,0.018938,YES
0.189159,0,4.310148,90.965834,3.972146,YES
1.939424,0,2.516067,97.204255,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
31.810865,0,66.946271,6.839482,0,YES
48.64701,0,45.506175,4.425529,0,YES
57.138734,0,42.887846,0,0,YES
62.171726,0,34.806787,0,0,YES
59.7972,0,41.119663,0,0,YES
57.11143,0,41.769992,0,0,YES
55.38227,0,46.689795,0,0,YES
48.755803,0,51.052223,2.475542,0,YES
0,0,0,0,0,YES
47.455586,0,51.342874,1.723169,0,YES
41.966619,3.459189,4.884126,35.374113,15.434658,YES
7.443447,6.333995,17.186519,67.359289,0,YES
86.786053,0,16.699225,0,0,YES
61.178136,0,39.492297,0,0,YES
6.125989,6.793727,18.673882,68.92045,0,YES
3.294319,22.020556,18.070211,66.271114,0,YES
0,92.596858,29.040675,14.375542,0,YES
0,24.063883,39.723778,23.983471,0,YES
16.841087,0,27.624691,43.768278,10.668797,YES
21.617848,0,24.692057,45.281033,10.129088,YES
21.653209,0,25.194711,45.618422,9.618762,YES
71.289506,2.93098,21.860029,2.075108,0,YES
44.689114,3.21624,4.137865,24.484736,18.174023,YES
42.658527,5.006165,5.134761,32.238834,17.128578,YES
0,22.896905,49.051158,28.10392,0,YES
0,22.880227,49.480351,27.918954,0,YES
0,22.228046,48.114849,29.426843,0,YES
0,21.43,46.43,32.14,0,YES
0,21.443048,46.575956,32.12356,0,YES
0,21.674275,46.463107,31.99233,0,YES
0,0,100,0,0,YES
0.329173,0,3.106614,94.434262,0.111929,YES
0,0,2.771705,99.055727,0.557065,YES
1.284468,0,4.481673,88.418818,0.564291,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
43.306702,2.507142,12.622501,36.546267,3.060515,YES
0,0,0,0,0,YES
48.493316,0,45.652414,3.509986,0,YES
70.857231,4.619116,21.886947,1.336738,0,YES
77.96022,0.306039,20.735461,0.243897,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.005621,0,49.793084,0,0,YES
62.010271,0,38.656189,0,0,YES
4.268373,3.079282,18.337906,72.317314,1.253415,YES
0,0,0,100,0,YES
1.224565,8.49444,24.480472,62.441696,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
96.229948,0,5.726121,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,0,100,0,YES
0,0,0,100,0,YES
0.446881,0,3.135754,90.643254,0.310675,YES
7.78484,0,1.81828,89.869869,0.060017,YES
9.862616,0,1.282186,90.298498,0.002009,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.24805,0,68.351656,4.185165,0,YES
49.816481,0,50.753445,0.563559,0,YES
57.125571,0,42.876512,0,0,YES
61.80037,0,38.522146,0,0,YES
59.854131,0,41.08591,0,0,YES
56.088236,0,42.060557,0,0,YES
50.141743,0,47.809828,0,0,YES
50.90615,0,49.972294,0,0,YES
0,0,0,0,0,YES
50.000228,0,49.070372,2.095103,0,YES
44.513906,0.862472,12.230523,36.13812,2.580659,YES
36.516064,8.032929,12.276323,38.035363,6.350358,YES
84.412645,0,12.86759,0,0,YES
61.377462,0,35.919609,0,0,YES
2.524113,30.575187,0.038526,69.175577,0,YES
7.165663,6.400529,16.718812,67.323284,0,YES
0,95.836994,25.309639,10.73814,0,YES
0,93.675818,11.77614,10.711504,0,YES
22.63814,0.272626,21.006131,48.184186,9.584514,YES
41.590246,3.432213,11.736827,36.2847,2.918324,YES
19.750378,0,27.57075,43.443257,10.579992,YES
70.955399,3.376747,18.333432,0.678226,0,YES
69.926163,8.150527,16.729802,3.861263,0.151254,YES
40.389795,3.833179,6.122779,32.680043,17.121418,YES
0,23.708284,47.919524,29.35888,0,YES
0,22.6927,49.521068,28.810248,0,YES
0,22.478861,48.966711,28.154408,0,YES
0,21.43,46.43,32.14,0,YES
0,21.497816,46.72236,32.003876,0,YES
0,22.594763,48.077509,29.754032,0,YES
0,0,100,0,0,YES
0,0,3.274245,99.473878,0.721406,YES
0,0,1.134822,99.874895,0,YES
0,0,2.513431,98.034758,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
49.800914,0.013539,15.307148,33.439934,0.037388,YES
0,0,0,0,0,YES
52.211848,0,45.014685,1.610439,0,YES
71.411033,1.990572,27.495992,0.34353,0,YES
71.217467,3.16018,27.050844,0.940691,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.008717,0,49.952489,0,0,YES
61.096677,0,40.035214,0,0,YES
5.332411,3.815712,18.780492,70.963751,1.06955,YES
0,0,0.056917,99.985928,0,YES
6.932056,6.276799,17.706344,66.488475,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
89.95847,0,15.714933,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,3.300567,99.527701,0.684601,YES
0,0,0.0822,99.99791,0,YES
0.037488,0,2.756592,96.701102,0,YES
0.219768,0,3.413435,94.454857,0.82941,YES
2.299119,0,2.498004,98.78605,0.123186,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.55768,0,68.879795,6.667843,0,YES
48.959102,0,48.832466,2.330942,0,YES
56.926466,0,43.412605,0,0,YES
66.127774,0,33.444367,0,0,YES
59.842892,0,40.998698,0,0,YES
57.128514,0,42.228741,0,0,YES
52.285918,0,46.978253,0.009922,0,YES
50.075535,0,48.192422,0.48249,0,YES
0,0,0,0,0,YES
46.222061,0,51.759806,0,0,YES
39.652549,4.335695,7.718062,33.337793,15.157494,YES
6.31169,6.271799,18.536547,68.698512,0,YES
95.468688,0,5.052036,0,0,YES
60.334683,0,39.989363,0,0,YES
6.132834,6.25324,18.73967,68.777345,0,YES
5.709957,8.913981,18.571193,68.427135,0,YES
0,92.782597,32.933778,14.820765,0,YES
0,24.084445,47.301367,26.497429,0,YES
